Regions,Districts,Rainfall,Vegetation cover (NDVI),Price of water,Sorghum prices,Maize prices,Red Rice prices,Local goat prices,Wage labor,TOT (goat to cereals),TOT (wage to cereals),Cost of Minimum Basket (CMB),New Admissions (GAM),Measles Cases,AWD/cholera cases,AWD/Cholera deaths,Malaria Cases,Insecurity - Incidents,Insecurity - Fatalities,Displacement (arrivals),Displacement (departures),Total alarms,date
Lower Shabelle,Qoryooley,7.59,0.35,16000,20833,9188,25750,1050000,75000,114,8,2036959,,,,,,,,,,3,01-Sept-2011
Lower Shabelle,Sablaale,14.26,0.34,,,,,,,,,,,,,,,,,,,0,01-Sept-2011
Lower Shabelle,Wanla Weyn,4.8,0.19,10000,10750,10833,25000,705000,69500,65,6,,,,,,,,,,,2,01-Sept-2011
Bay,Baydhaba,5.87,0.24,45000,13375,13500,26000,825000,60000,62,4,3399500,,,,,,,,,,3,01-Sept-2011
Bay,Buur Hakaba,8.82,0.25,60000,11000,12750,26750,770000,60000,70,6,,,,,,,,,,,2,01-Sept-2011
Bay,Diinsoor,9.06,0.23,60000,17125,17000,27750,607500,40000,35,2,3904000,,,,,,,,,,3,01-Sept-2011
Bay,Qansax Dheere,3.47,0.21,40000,12250,13750,24500,717500,32500,59,3,,,,,,,,,,,2,01-Sept-2011
Bakool,Xudur,13.37,0.19,15000,12125,15000,25000,675000,50000,56,4,3089375,,,,,,,,,,1,01-Sept-2011
Bakool,Ceel Barde,8.4,0.18,40000,10750,12250,29000,662500,70000,62,7,2323875,,,,,,,,,,1,01-Sept-2011
Bakool,Tayeeglow,6.95,0.22,30000,12375,12750,28000,662500,35500,54,3,,,,,,,,,,,1,01-Sept-2011
Bakool,Waajid,7.54,0.19,,,,,,,,,,,,,,,,,,,0,01-Sept-2011
Bakool,Rab Dhuure,5.24,0.14,,,,,,,,,,,,,,,,,,,0,01-Sept-2011
Gedo,Garbahaarey,2.22,0.2,,,,,,,,,,,,,,,,,,,0,01-Sept-2011
Gedo,Baardheere,7.02,0.21,15000,16500,14000,26000,550000,78750,33,5,3546625,,,,,,,,,,3,01-Sept-2011
Gedo,Belet Xaawo,1.59,0.21,31000,18000,20000,29000,630000,220000,35,12,3658873,,,,,,,,,,2,01-Sept-2011
Gedo,Ceel Waaq,3.97,0.22,15000,9000,12750,28500,675000,83750,75,9,2336875,,,,,,,,,,0,01-Sept-2011
Gedo,Doolow,1.38,0.16,31000,10000,13250,30000,600000,100000,60,10,,,,,,,,,,,2,01-Sept-2011
Gedo,Luuq,2.22,0.16,18500,8000,11000,27850,610000,100000,76,13,2734750,,,,,,,,,,0,01-Sept-2011
Middle Juba,Bu'aale,15.31,0.28,30000,,19500,28000,475000,37000,24,2,3499145,,,,,,,,,,3,01-Sept-2011
Middle Juba,Jilib,17.19,0.31,30750,,19750,28000,445000,41250,23,2,3503145,,,,,,,,,,3,01-Sept-2011
Middle Juba,Saakow,10.72,0.21,,,,,,,,,,,,,,,,,,,0,01-Sept-2011
Lower Juba,Kismaayo,21.99,0.28,40000,,15500,24000,995000,86250,64,6,3834145,,,,,,,,,,4,01-Sept-2011
Lower Juba,Afmadow,16.76,0.23,32500,,16500,24000,650000,62500,39,4,3354520,,,,,,,,,,2,01-Sept-2011
Lower Juba,Badhaadhe,27.87,0.34,,,,,,,,,,,,,,,,,,,0,01-Sept-2011
Lower Juba,Jamaame,19.77,0.28,8000,,15000,27000,550000,53750,37,4,3279395,,,,,,,,,,4,01-Sept-2011
Awdal,Borama,3.31,0.23,3500,3250,3150,4800,212000,32000,44,7,991750,,,,,,,,,,1,01-Oct-2011
Awdal,Baki,6.38,0.15,,,,,,,,,,,,,,,,,,,1,01-Oct-2011
Awdal,Lughaye,7.09,0.1,10000,4125,,5000,200000,,48,,,,,,,,,,,,1,01-Oct-2011
Awdal,Zeylac,5.57,0.11,3500,5000,,5600,290000,35000,52,6,839075,,,,,,,,,,1,01-Oct-2011
Woqooyi Galbeed,Hargeysa,12.39,0,8000,3100,3250,4500,307500,30000,68,7,1002609,,,,,,,,,,3,01-Oct-2011
Woqooyi Galbeed,Berbera,35.24,0.11,,,,,,,,,,,,,,,,,,,1,01-Oct-2011
Woqooyi Galbeed,Gebiley,3.97,0.25,7000,2900,,4575,220000,40000,48,9,,,,,,,,,,,1,01-Oct-2011
Togdheer,Burco,24.71,0.19,6000,4000,3000,4750,240000,30000,51,6,1965455,,,,,,,,,,0,01-Oct-2011
Togdheer,Buuhoodle,66.93,0.2,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Togdheer,Owdweyne,17.69,0.17,,,,,,,,,,,,,,,,,,,1,01-Oct-2011
Togdheer,Sheikh,36.79,0.22,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Sool,Laas Caanood,51.41,0.15,60000,,16500,24000,1375000,120000,57,5,4665750,,,,,,,,,,1,01-Oct-2011
Sool,Caynabo,24.74,0.16,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Sool,Taleex,20.55,0.16,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Sool,Xudun,16.5,0.14,56000,,,21800,1350000,120000,,,,,,,,,,,,,0,01-Oct-2011
Sanaag,Ceerigaabo,13.97,0.15,40000,,,23800,1060000,120000,45,5,5642332,,,,,,,,,,0,01-Oct-2011
Sanaag,Ceel Afweyn,15.61,0.15,40000,25000,20000,27900,1200000,125000,48,5,,,,,,,,,,,2,01-Oct-2011
Sanaag,Laasqoray,12.62,0.17,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Bari,Bossaso,12.79,0.16,10500,30000,,23000,1612500,80000,70,3,4809625,,,,,,,,,,2,01-Oct-2011
Bari,Bandarbeyla,40.77,0.15,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Bari,Caluula,7.77,0.19,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Bari,Iskushuban,9.42,0.14,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Bari,Qandala,16.97,0.18,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Bari,Qardho,22.8,0.14,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Nugaal,Garoowe,56.39,0.15,3500,,24500,24000,1317500,125000,55,5,4819500,,,,,,,,,,1,01-Oct-2011
Nugaal,Burtinle,82.42,0.18,30000,,,24250,1137750,115000,,,,,,,,,,,,,0,01-Oct-2011
Nugaal,Eyl,114,0.16,30000,,,26000,1483750,120000,,,,,,,,,,,,,0,01-Oct-2011
Mudug,Gaalkacyo,102,0.19,20000,15000,16000,28000,1350000,110000,48,4,4301500,,,,,,,,,,2,01-Oct-2011
Mudug,Galdogob,95.44,0.18,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Mudug,Hobyo,105,0.16,50000,,,30000,1000000,55000,,,,,,,,,,,,,0,01-Oct-2011
Mudug,Jariiban,114,0.17,35000,,,26000,1645000,126250,,,,,,,,,,,,,0,01-Oct-2011
Mudug,Xarardheere,60.56,0.17,14000,17000,17000,38000,900000,80000,24,2,2899375,,,,,,,,,,1,01-Oct-2011
Galgaduud,Dhuusamarreeb,100,0.18,25000,24500,21500,32000,897500,100000,28,3,5361000,,,,,,,,,,1,01-Oct-2011
Galgaduud,Cabudwaaq,92.22,0.18,20000,20000,24500,28500,1300000,100000,46,4,4525375,,,,,,,,,,1,01-Oct-2011
Galgaduud,Cadaado,86.42,0.19,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Galgaduud,Ceel Buur,132,0.2,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Galgaduud,Ceel Dheer,153,0.2,16250,16500,15000,28250,1012500,55000,36,2,4424375,,,,,,,,,,0,01-Oct-2011
Hiraan,Belet Weyne,139,0.19,15000,13000,13000,24000,950000,132500,73,10,3143000,,,,,,,,,,2,01-Oct-2011
Hiraan,Bulo Burto,184,0.23,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Hiraan,Jalalaqsi,222,0.21,15000,,10500,27500,1057500,70000,,,,,,,,,,,,,0,01-Oct-2011
Middle Shabelle,Jowhar,192,0.24,12000,13975,9800,22000,1312500,80000,134,8,3177825,,,,,,,,,,1,01-Oct-2011
Middle Shabelle,Adan Yabaal,124,0.21,20000,30000,,33000,737500,33000,,,,,,,,,,,,,0,01-Oct-2011
Middle Shabelle,Balcad,102,0.26,,13300,13300,26000,1025000,32500,77,3,,,,,,,,,,,1,01-Oct-2011
Middle Shabelle,Cadale,118,0.22,30000,24000,24000,24000,1000000,40000,42,2,,,,,,,,,,,2,01-Oct-2011
Banadir,Mogadishu,50.61,,16000,10666,9333,24200,1400000,50000,150,5,3191523,,,,,,,,,,2,01-Oct-2011
Lower Shabelle,Marka,28.18,0.35,16250,16833,8150,18500,1255000,67500,154,8,3153410,,,,,,,,,,2,01-Oct-2011
Lower Shabelle,Afgooye,114,0.24,,10333,11000,26000,1350000,72500,123,7,2606135,,,,,,,,,,0,01-Oct-2011
Lower Shabelle,Baraawe,48.82,0.25,15000,,8125,24000,1200000,65000,148,8,,,,,,,,,,,2,01-Oct-2011
Lower Shabelle,Kurtunwaarey,160,0.35,10000,,8167,23000,1407500,51250,172,7,,,,,,,,,,,2,01-Oct-2011
Lower Shabelle,Qoryooley,136,0.3,16000,26250,7375,22750,1025000,78750,139,11,0,,,,,,,,,,3,01-Oct-2011
Lower Shabelle,Sablaale,181,0.38,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Lower Shabelle,Wanla Weyn,230,0.22,10000,10666,9333,22000,852500,65500,91,7,,,,,,,,,,,1,01-Oct-2011
Bay,Baydhaba,280,0.31,30000,10500,13500,22750,962500,67500,92,6,3132500,,,,,,,,,,3,01-Oct-2011
Bay,Buur Hakaba,230,0.28,20000,7000,8625,24000,807500,75000,115,11,,,,,,,,,,,2,01-Oct-2011
Bay,Diinsoor,252,0.27,40000,17250,15500,26000,740000,47500,43,3,3755750,,,,,,,,,,3,01-Oct-2011
Bay,Qansax Dheere,311,0.25,20250,12750,15750,22000,977500,40000,77,3,,,,,,,,,,,2,01-Oct-2011
Bakool,Xudur,242,0.25,15000,12750,15000,25000,755000,46250,59,4,3415625,,,,,,,,,,1,01-Oct-2011
Bakool,Ceel Barde,176,0.24,17500,10000,12000,30000,812500,67500,81,7,2054000,,,,,,,,,,0,01-Oct-2011
Bakool,Tayeeglow,190,0.29,20000,12000,12000,26000,750000,41750,63,4,,,,,,,,,,,1,01-Oct-2011
Bakool,Waajid,274,0.26,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Bakool,Rab Dhuure,205,0.16,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Gedo,Garbahaarey,204,0.23,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Gedo,Baardheere,229,0.26,15000,16500,13000,26000,700000,67000,42,4,3484875,,,,,,,,,,2,01-Oct-2011
Gedo,Belet Xaawo,144,0.23,28000,18000,19000,26000,640000,250000,36,14,3632875,,,,,,,,,,1,01-Oct-2011
Gedo,Ceel Waaq,175,0.27,14000,9750,11000,28000,785000,92500,81,9,2419625,,,,,,,,,,0,01-Oct-2011
Gedo,Doolow,86.41,0.17,31000,9000,12000,30000,690000,185000,77,21,,,,,,,,,,,0,01-Oct-2011
Gedo,Luuq,166,0.19,16000,9000,10000,34000,600000,100000,67,11,2753500,,,,,,,,,,1,01-Oct-2011
Middle Juba,Bu'aale,233,0.36,30000,,16500,29500,650000,50000,39,3,3739855,,,,,,,,,,3,01-Oct-2011
Middle Juba,Jilib,80.34,0.33,20000,,16500,26500,572500,55000,35,3,3379855,,,,,,,,,,4,01-Oct-2011
Middle Juba,Saakow,237,0.26,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Lower Juba,Kismaayo,113,0.33,40000,,15000,24000,995000,81250,66,5,3829600,,,,,,,,,,3,01-Oct-2011
Lower Juba,Afmadow,188,0.27,35000,,17000,22500,700000,50000,41,3,3488272,,,,,,,,,,2,01-Oct-2011
Lower Juba,Badhaadhe,152,0.38,,,,,,,,,,,,,,,,,,,0,01-Oct-2011
Lower Juba,Jamaame,33.19,0.27,8000,,13000,28250,567500,58750,44,5,3314855,,,,,,,,,,3,01-Oct-2011
Awdal,Borama,5.65,0.19,3500,3125,3250,4750,205000,33600,43,7,967625,,,,,,,,,,0,01-Nov-2011
Awdal,Baki,5.96,0.14,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Awdal,Lughaye,4.62,0.09,10000,4000,,5000,127500,30000,32,8,,,,,,,,,,,2,01-Nov-2011
Awdal,Zeylac,5.67,0.1,3500,4960,,5600,212600,35000,38,6,829995,,,,,,,,,,1,01-Nov-2011
Woqooyi Galbeed,Hargeysa,13.18,0,8000,3250,3500,4500,310000,30000,69,7,1000621,,,,,,,,,,1,01-Nov-2011
Woqooyi Galbeed,Berbera,18,0.11,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Woqooyi Galbeed,Gebiley,8.89,0.19,8500,2950,2800,4575,207500,36500,45,8,,,,,,,,,,,0,01-Nov-2011
Togdheer,Burco,9.26,0.19,6000,4000,3000,5000,265000,30000,53,6,2125830,,,,,,,,,,0,01-Nov-2011
Togdheer,Buuhoodle,18.88,0.22,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Togdheer,Owdweyne,10.44,0.17,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Togdheer,Sheikh,16.32,0.24,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Sool,Laas Caanood,13.88,0.18,57500,,15000,23000,1575000,120000,68,5,4742000,,,,,,,,,,1,01-Nov-2011
Sool,Caynabo,11.05,0.16,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Sool,Taleex,4.54,0.16,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Sool,Xudun,9.09,0.14,70000,,,22000,1250000,120000,,,,,,,,,,,,,0,01-Nov-2011
Sanaag,Ceerigaabo,4.21,0.15,40000,,,22500,1100000,120000,49,5,5590750,,,,,,,,,,0,01-Nov-2011
Sanaag,Ceel Afweyn,5.43,0.15,40000,20000,12500,25000,1212500,,61,,,,,,,,,,,,0,01-Nov-2011
Sanaag,Laasqoray,2.2,0.18,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Bari,Bossaso,1.59,0.16,12000,30000,,23250,1500000,80000,65,3,4859875,,,,,,,,,,2,01-Nov-2011
Bari,Bandarbeyla,7.74,0.16,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Bari,Caluula,11.32,0.21,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Bari,Iskushuban,7.62,0.15,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Bari,Qandala,2.86,0.19,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Bari,Qardho,2.91,0.15,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Nugaal,Garoowe,6.02,0.17,3750,29000,21000,23250,1412500,126250,61,5,4782063,,,,,,,,,,2,01-Nov-2011
Nugaal,Burtinle,8.61,0.23,30000,26500,,23000,1730000,117500,65,5,,,,,,,,,,,2,01-Nov-2011
Nugaal,Eyl,8.37,0.19,27500,,,25000,1655000,112500,,,,,,,,,,,,,0,01-Nov-2011
Mudug,Gaalkacyo,10.81,0.25,20800,14000,16000,28000,1400000,110000,50,4,4032700,,,,,,,,,,1,01-Nov-2011
Mudug,Galdogob,10.57,0.23,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Mudug,Hobyo,16.75,0.22,50000,,,28000,1000000,55000,,,,,,,,,,,,,0,01-Nov-2011
Mudug,Jariiban,11.17,0.23,30000,,,24750,1715000,120000,,,,,,,,,,,,,0,01-Nov-2011
Mudug,Xarardheere,27.05,0.28,14000,15750,15875,36000,1062500,75000,30,2,2700125,,,,,,,,,,1,01-Nov-2011
Galgaduud,Dhuusamarreeb,24.18,0.23,25000,21200,20000,30400,990000,100000,33,3,4827600,,,,,,,,,,1,01-Nov-2011
Galgaduud,Cabudwaaq,15.53,0.22,20000,20000,19200,28400,1000000,100000,35,4,4340500,,,,,,,,,,2,01-Nov-2011
Galgaduud,Cadaado,17.75,0.24,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Galgaduud,Ceel Buur,33.37,0.3,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Galgaduud,Ceel Dheer,35.55,0.33,16000,13250,16000,26250,1100000,50000,42,2,4059563,,,,,,,,,,0,01-Nov-2011
Hiraan,Belet Weyne,32.8,0.29,15000,12500,10500,23000,1150000,131250,92,11,3106375,,,,,,,,,,1,01-Nov-2011
Hiraan,Bulo Burto,57.95,0.42,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Hiraan,Jalalaqsi,88.5,0.41,15000,,10750,28500,1117500,77500,,,,,,,,,,,,,0,01-Nov-2011
Middle Shabelle,Jowhar,75.76,0.49,17000,11650,8300,23500,1287500,80000,155,10,2741200,,,,,,,,,,1,01-Nov-2011
Middle Shabelle,Adan Yabaal,54.3,0.37,15000,30000,,29000,750000,30000,,,,,,,,,,,,,0,01-Nov-2011
Middle Shabelle,Balcad,70.77,0.46,,9300,8000,22000,1075000,37500,134,5,,,,,,,,,,,0,01-Nov-2011
Middle Shabelle,Cadale,67.82,0.43,30000,11000,18000,22000,1000000,40000,56,3,,,,,,,,,,,1,01-Nov-2011
Banadir,Mogadishu,79.38,,16000,8000,6666,27000,1225000,60000,184,9,2612641,,,,,,,,,,1,01-Nov-2011
Lower Shabelle,Marka,31.87,0.43,24750,16975,7175,23500,1685000,70000,235,10,3068438,,,,,,,,,,1,01-Nov-2011
Lower Shabelle,Afgooye,93.97,0.49,,10917,7000,26000,1650000,57500,236,8,2448742,,,,,,,,,,0,01-Nov-2011
Lower Shabelle,Baraawe,72.45,0.38,16250,,5500,18000,1212500,60000,220,11,,,,,,,,,,,0,01-Nov-2011
Lower Shabelle,Kurtunwaarey,116,0.63,10000,,6625,19000,1317500,56250,199,9,,,,,,,,,,,1,01-Nov-2011
Lower Shabelle,Qoryooley,78.98,0.55,15750,18438,5325,22000,1050000,68750,197,13,2141120,,,,,,,,,,2,01-Nov-2011
Lower Shabelle,Sablaale,193,0.67,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Lower Shabelle,Wanla Weyn,76.72,0.48,10000,8000,8000,21750,1147500,63500,143,8,,,,,,,,,,,1,01-Nov-2011
Bay,Baydhaba,105,0.6,20000,9175,9675,22000,1300000,72500,142,8,2758063,,,,,,,,,,1,01-Nov-2011
Bay,Buur Hakaba,118,0.54,20000,6750,8250,22000,925000,75000,137,12,,,,,,,,,,,1,01-Nov-2011
Bay,Diinsoor,226,0.53,30000,16750,14250,25000,840000,52500,50,3,3547125,,,,,,,,,,3,01-Nov-2011
Bay,Qansax Dheere,143,0.49,18000,10750,13000,21500,930000,82500,87,8,,,,,,,,,,,2,01-Nov-2011
Bakool,Xudur,37.43,0.43,15000,12750,13250,25250,812500,42500,64,3,3277375,,,,,,,,,,1,01-Nov-2011
Bakool,Ceel Barde,37.23,0.39,30000,7250,10500,30000,750000,80000,103,11,1872750,,,,,,,,,,0,01-Nov-2011
Bakool,Tayeeglow,46.75,0.53,,10500,12000,26000,887500,37500,85,4,,,,,,,,,,,0,01-Nov-2011
Bakool,Waajid,61.07,0.51,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Bakool,Rab Dhuure,48.96,0.34,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Gedo,Garbahaarey,160,0.45,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Gedo,Baardheere,253,0.49,15000,14000,13000,24000,825000,120000,59,9,3174750,,,,,,,,,,1,01-Nov-2011
Gedo,Belet Xaawo,173,0.44,22000,16000,18000,24000,850000,195000,53,12,3460500,,,,,,,,,,2,01-Nov-2011
Gedo,Ceel Waaq,198,0.5,14000,9000,10000,26000,800000,115000,89,13,2348375,,,,,,,,,,0,01-Nov-2011
Gedo,Doolow,157,0.34,31000,9000,11000,28000,710000,171250,79,19,,,,,,,,,,,0,01-Nov-2011
Gedo,Luuq,124,0.39,16000,10000,10000,26000,850000,100000,85,10,2747500,,,,,,,,,,0,01-Nov-2011
Middle Juba,Bu'aale,235,0.63,30000,,13000,28750,600000,47500,46,4,3554245,,,,,,,,,,3,01-Nov-2011
Middle Juba,Jilib,111,0.55,23750,,11000,23000,847500,76250,77,7,3189870,,,,,,,,,,3,01-Nov-2011
Middle Juba,Saakow,284,0.5,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Lower Juba,Kismaayo,133,0.61,40000,,13500,24000,995000,81250,74,6,3572615,,,,,,,,,,3,01-Nov-2011
Lower Juba,Afmadow,225,0.54,15000,,19500,29250,717500,55000,37,3,3210912,,,,,,,,,,3,01-Nov-2011
Lower Juba,Badhaadhe,152,0.67,,,,,,,,,,,,,,,,,,,0,01-Nov-2011
Lower Juba,Jamaame,75.04,0.44,8000,,11500,24000,775000,58750,67,5,3074370,,,,,,,,,,3,01-Nov-2011
Awdal,Borama,3.06,0.17,3500,3300,3000,6000,217063,34628,36,6,954514,,,,,,,,,,2,01-Dec-2011
Awdal,Baki,4.43,0.13,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Awdal,Lughaye,4.9,0.09,10000,,,5000,60500,35000,,,,,,,,,,,,,0,01-Dec-2011
Awdal,Zeylac,5.44,0.09,3500,5040,,5600,234000,35000,42,6,805495,,,,,,,,,,0,01-Dec-2011
Woqooyi Galbeed,Hargeysa,1.36,0,8000,3000,3500,5900,235000,27500,40,5,985240,,,,,,,,,,3,01-Dec-2011
Woqooyi Galbeed,Berbera,7.32,0.11,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Woqooyi Galbeed,Gebiley,1.82,0.17,9000,3150,,5000,199750,38000,40,8,,,,,,,,,,,0,01-Dec-2011
Togdheer,Burco,2.08,0.17,6000,3625,3000,4500,265000,30000,59,7,1923580,,,,,,,,,,0,01-Dec-2011
Togdheer,Buuhoodle,3.37,0.21,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Togdheer,Owdweyne,2.54,0.15,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Togdheer,Sheikh,8.06,0.22,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Sool,Laas Caanood,1.86,0.17,71250,,15000,22000,1400000,114000,64,5,4869885,,,,,,,,,,0,01-Dec-2011
Sool,Caynabo,2,0.15,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Sool,Taleex,0.3,0.14,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Sool,Xudun,1.89,0.13,80000,,,22000,1050000,120000,,,,,,,,,,,,,0,01-Dec-2011
Sanaag,Ceerigaabo,2.37,0.14,40000,,,24000,925000,120000,39,5,5444000,,,,,,,,,,0,01-Dec-2011
Sanaag,Ceel Afweyn,3.18,0.14,50000,13000,,30000,1100000,125000,85,10,,,,,,,,,,,0,01-Dec-2011
Sanaag,Laasqoray,3.79,0.16,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Bari,Bossaso,7.48,0.15,11000,30500,,22500,1500000,80000,67,4,4881372,,,,,,,,,,2,01-Dec-2011
Bari,Bandarbeyla,25.64,0.15,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Bari,Caluula,17.14,0.19,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Bari,Iskushuban,4.65,0.14,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Bari,Qandala,8.69,0.18,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Bari,Qardho,2.04,0.14,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Nugaal,Garoowe,0.34,0.15,4000,25500,20000,22500,1562500,113250,69,5,4380438,,,,,,,,,,1,01-Dec-2011
Nugaal,Burtinle,0.97,0.2,30000,,,22250,1440000,,,,,,,,,,,,,,0,01-Dec-2011
Nugaal,Eyl,3.96,0.17,30000,,,24750,1511250,100000,,,,,,,,,,,,,0,01-Dec-2011
Mudug,Gaalkacyo,1.36,0.23,21500,11000,16500,29500,1275000,110000,43,4,3571375,,,,,,,,,,1,01-Dec-2011
Mudug,Galdogob,3.41,0.22,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Mudug,Hobyo,3.21,0.21,50000,,,28000,1120000,55000,,,,,,,,,,,,,0,01-Dec-2011
Mudug,Jariiban,1.96,0.22,35000,,,25000,1595000,120000,,,,,,,,,,,,,0,01-Dec-2011
Mudug,Xarardheere,9.64,0.29,14000,14200,14600,29800,1036000,80000,35,3,2479500,,,,,,,,,,0,01-Dec-2011
Galgaduud,Dhuusamarreeb,0.68,0.23,25000,20000,20000,30000,962500,100000,32,3,4484500,,,,,,,,,,1,01-Dec-2011
Galgaduud,Cabudwaaq,1.07,0.25,20000,,18000,28000,1000000,100000,36,4,3535250,,,,,,,,,,2,01-Dec-2011
Galgaduud,Cadaado,0.56,0.24,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Galgaduud,Ceel Buur,3.6,0.27,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Galgaduud,Ceel Dheer,5.99,0.31,16000,11000,12200,24000,968000,60000,40,3,3059100,,,,,,,,,,0,01-Dec-2011
Hiraan,Belet Weyne,1.79,0.27,15000,11500,8500,20000,1250000,130000,109,11,2798500,,,,,,,,,,0,01-Dec-2011
Hiraan,Bulo Burto,2.73,0.39,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Hiraan,Jalalaqsi,3.42,0.42,15000,,9200,28400,1316000,81000,,,,,,,,,,,,,0,01-Dec-2011
Middle Shabelle,Jowhar,5.86,0.48,17000,8950,8050,22000,1320000,80000,164,10,2282100,,,,,,,,,,1,01-Dec-2011
Middle Shabelle,Adan Yabaal,9.46,0.36,12000,30000,,26000,800000,30000,,,,,,,,,,,,,0,01-Dec-2011
Middle Shabelle,Balcad,12.35,0.47,,12000,9300,24000,975000,37500,105,5,,,,,,,,,,,0,01-Dec-2011
Middle Shabelle,Cadale,11.62,0.42,30000,10000,16000,22000,900000,40000,56,3,,,,,,,,,,,0,01-Dec-2011
Banadir,Mogadishu,9.66,,16000,8000,8000,22000,1500000,60000,188,8,2431748,,,,,,,,,,1,01-Dec-2011
Lower Shabelle,Marka,12.28,0.48,25000,13008,6450,20000,1785000,70000,277,11,2663760,,,,,,,,,,0,01-Dec-2011
Lower Shabelle,Afgooye,15.06,0.53,,11667,8333,23000,1165000,70000,140,8,2519365,,,,,,,,,,0,01-Dec-2011
Lower Shabelle,Baraawe,12.86,0.51,17500,,6000,18000,1250000,57500,208,10,,,,,,,,,,,0,01-Dec-2011
Lower Shabelle,Kurtunwaarey,24.5,0.69,10000,7425,6666,21500,917500,58750,138,9,,,,,,,,,,,0,01-Dec-2011
Lower Shabelle,Qoryooley,20.49,0.65,15000,14375,5275,21250,937500,67500,178,13,0,,,,,,,,,,1,01-Dec-2011
Lower Shabelle,Sablaale,32.03,0.74,,,,,,,,,,,,,,,,,,,0,01-Dec-2011
Lower Shabelle,Wanla Weyn,5.42,0.47,10000,6333,7667,20250,1087500,71250,142,9,,,,,,,,,,,0,01-Dec-2011
Bay,Baydhaba,20.98,0.64,20000,5750,7450,21000,1375000,75000,239,13,2056875,,,,,,,,,,0,01-Dec-2011
Bay,Buur Hakaba,24.17,0.58,20000,5750,7000,10750,1055000,65000,183,12,,,,,,,,,,,1,01-Dec-2011
Bay,Diinsoor,36.64,0.63,30000,9500,9500,25000,852500,52500,90,6,2573250,,,,,,,,,,1,01-Dec-2011
Bay,Qansax Dheere,33.53,0.67,18000,9750,9750,22500,1057500,77500,108,8,,,,,,,,,,,1,01-Dec-2011
Bakool,Xudur,2.5,0.42,15000,10875,11625,23500,1001250,47500,92,4,2940750,,,,,,,,,,0,01-Dec-2011
